MovementFile,PlayNum,Timestamp,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftHandPosX,LeftHandPosY,LeftHandPosZ,LeftHandRotX,LeftHandRotY,LeftHandRotZ,LeftHandRotW,RightHandPosX,RightHandPosY,RightHandPosZ,RightHandRotX,RightHandRotY,RightHandRotZ,RightHandRotW
movementData_hayes_3.28.2026 3.39.00 PM.csv,1,2026-03-28 15:38:56,-3.381477,1.572368,14.85205,-0.03052181,-0.9913861,-0.03700746,0.1218708,-3.495612,1.110806,14.66078,0.07567864,0.9080928,0.1651228,-0.3773258,-3.69785,1.336225,14.79676,0.1000101,-0.9405503,-0.1954847,0.259131
movementData_hayes_3.28.2026 3.39.00 PM.csv,1,2026-03-28 15:38:58,-3.706319,1.558586,17.40413,-0.02735996,-0.9351496,0.03147503,0.3517899,-3.780436,1.108531,17.2024,0.02082233,0.8983905,0.1384488,-0.4162846,-4.028638,1.465609,17.48967,-0.1855395,-0.8414106,-0.2946985,0.4132265
