MovementFile,PlayNum,Timestamp,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,LeftHandPosX,LeftHandPosY,LeftHandPosZ,LeftHandRotX,LeftHandRotY,LeftHandRotZ,LeftHandRotW,RightHandPosX,RightHandPosY,RightHandPosZ,RightHandRotX,RightHandRotY,RightHandRotZ,RightHandRotW
movementData__5.13.2026 5.54.11 PM.csv,1,2026-05-13 17:53:36,-0.01926762,1.308184,14.27437,-0.01003527,0.9867516,0.1171144,-0.1118249,0.03588906,0.9512321,14.13593,-0.183029,-0.9469321,-0.1158247,0.2374967,-0.263256,1.202486,14.24585,0.01102017,-0.7672768,-0.5733263,0.2871617
movementData__5.13.2026 5.54.11 PM.csv,1,2026-05-13 17:53:38,-10.69181,1.308143,11.99285,0.007868288,0.9871594,0.08241952,-0.1366073,-10.63923,0.9096428,11.85803,-0.2034442,-0.9456395,0.02564541,0.2524256,-10.81459,0.9031358,11.60854,-0.3171708,-0.816493,0.4551707,-0.1598797
movementData__5.13.2026 5.54.11 PM.csv,1,2026-05-13 17:53:40,-10.68569,1.308359,12.00577,0.001288995,0.9846249,0.1241016,-0.1229264,-10.60478,0.9243439,11.82655,-0.3149312,-0.9407868,0.05212143,0.1141139,-10.8993,1.006284,11.8469,0.4059323,-0.8882125,-0.1145026,0.1821724
movementData__5.13.2026 5.54.11 PM.csv,2,2026-05-13 17:53:43,0.006523272,1.306578,14.28191,0.007946135,0.9827369,0.1062435,-0.1512525,0.09885628,0.9243511,14.10079,-0.4345391,-0.9003478,0.004165739,0.02307348,-0.2604589,1.079256,14.1999,0.2172607,-0.8790651,-0.2746133,0.3234655
movementData__5.13.2026 5.54.11 PM.csv,2,2026-05-13 17:53:45,-9.550346,1.307346,11.19306,0.03351036,0.960099,0.1006338,-0.2587661,-9.527129,0.9583917,11.01181,-0.2322242,-0.9324951,-0.105266,0.2558202,-9.77739,1.132675,10.63327,-0.4889489,-0.7502723,0.4167423,0.1560328
movementData__5.13.2026 5.54.11 PM.csv,2,2026-05-13 17:53:47,-13.7053,1.310297,11.15789,-0.00179799,0.9940793,0.1076503,-0.01464996,-13.67154,0.9396383,11.00573,-0.2440438,-0.9531048,-0.05534855,0.170207,-13.83275,0.9806987,10.9303,0.03012788,-0.9815637,0.09645039,-0.1622415
movementData__5.13.2026 5.54.11 PM.csv,3,2026-05-13 17:53:52,-0.01068802,1.30095,14.28931,0.02379918,0.925998,0.07643363,-0.3689434,0.07146271,0.9531398,14.127,-0.2539881,-0.935963,-0.1438998,0.196866,-0.2187921,1.067708,14.16926,0.256273,-0.9210032,-0.2037403,0.2111097
movementData__5.13.2026 5.54.11 PM.csv,3,2026-05-13 17:53:54,-10.25573,1.309504,12.22882,0.03673131,0.9843532,0.09744197,-0.1421432,-10.24173,0.9451862,12.0829,-0.225222,-0.9298495,-0.0862557,0.2778757,-10.40291,0.9583587,11.82909,-0.2436913,-0.8916656,0.3704851,-0.09103699
movementData__5.13.2026 5.54.11 PM.csv,3,2026-05-13 17:53:56,-10.28352,1.301784,12.1712,0.006177804,0.9955,0.06660135,-0.06712579,-10.24659,0.9455292,12.02881,-0.2303872,-0.9426983,-0.1073475,0.216144,-10.46136,0.9921748,11.90967,-0.03458963,-0.980585,0.1601357,-0.1077649
movementData__5.13.2026 5.54.11 PM.csv,4,2026-05-13 17:53:59,0.0282941,1.312662,14.2942,0.0008144276,0.9825672,0.1449258,-0.1164372,0.07360733,0.9480257,14.13643,-0.2267608,-0.9448831,-0.1096766,0.2091568,-0.2073685,1.20185,14.33156,-0.06364422,-0.6859089,-0.6760353,0.2616383
movementData__5.13.2026 5.54.11 PM.csv,4,2026-05-13 17:54:01,-9.083523,1.296039,11.14986,0.03813114,0.983816,0.03859079,-0.1707716,-9.061396,0.9323007,11.01708,-0.1441215,-0.9510299,-0.1235508,0.2439393,-9.229279,1.361647,11.2922,-0.1742337,-0.5629509,-0.8032961,0.08628042
movementData__5.13.2026 5.54.11 PM.csv,4,2026-05-13 17:54:03,-13.98773,1.3096,11.16108,0.004873077,0.9918365,0.1238817,0.02983137,-13.95943,0.9272742,11.01872,-0.1925594,-0.9633096,-0.07440067,0.171523,-14.08137,0.9815803,10.93086,-0.05021024,-0.9269706,0.1313038,-0.3477984
movementData__5.13.2026 5.54.11 PM.csv,5,2026-05-13 17:54:07,0.03434595,1.302616,14.27678,0.004155832,0.9944107,0.09378112,-0.0483247,0.0711491,0.9337696,14.12555,-0.2341766,-0.9392623,-0.02166951,0.2499565,-0.1984572,1.141025,14.22202,-0.04442,-0.8445498,-0.4927636,0.2048087
movementData__5.13.2026 5.54.11 PM.csv,5,2026-05-13 17:54:09,-9.438329,1.296718,11.73838,0.02764247,0.9818753,0.0452919,-0.1819493,-9.412511,0.9157524,11.60013,-0.2417209,-0.9271607,0.006383449,0.2861874,-9.552611,1.328003,11.93352,-0.1456581,-0.384154,-0.9101018,-0.05407631
